George Cybenko,"Thayer School of Engineering Dartmouth College, Hanover, NH, USA"
Su Deng,"Science and Technology on Information Systems Engineering Laboratory, National University of Defense Technology, Changsha, China"
Hongbin Huang,"Science and Technology on Information Systems Engineering Laboratory, National University of Defense Technology, Changsha, China"
Khobaib Zaamout,"Department of Computer Science, University of Calgary, Calgary, AB, Canada"
Ken Barker 0001,"Department of Computer Science, University of Calgary, Calgary, AB, Canada"
Yung-Yin Lo,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan"
Wanjiun Liao,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan"
Cheng-Shang Chang,"Institute of Communications Engineering, National Tsing Hua University, Hsinchu, Taiwan"
Ying-Chin Lee,"Institute of Communications Engineering, National Tsing Hua University, Hsinchu, Taiwan"
Surendra Sedhai,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Aixin Sun,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Peijun Ye,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Parallel Data Research Center, Qingdao Academy of Intelligent Industries, Qingdao, China"
Shuai Wang 0005,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,University of Chinese Academy of Sciences, Beijing, China"
Fei-Yue Wang 0001,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Military Computational Experiments and Parallel Systems Research Center, National University of Defense and Technology, Changsha, China,Parallel Data Research Center, Qingdao Academy of Intelligent Industries, Qingdao, China"
Eunice E. Santos,"Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA"
Eugene Santos,"Thayer School of Engineering, Dartmouth College, Hanover, NH, USA"
John Korah,"Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA"
Jeremy E. Thompson,"Thayer School of Engineering, Dartmouth College, Hanover, NH, USA"
Yan Zhao 0005,"Thayer School of Engineering, Dartmouth College, Hanover, NH, USA"
Vairavan Murugappan,"Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA"
Jacob Russell,"Thayer School of Engineering, Dartmouth College, Hanover, NH, USA"
Yu Luo 0003,"Department of Chemical Engineering, Columbia University, New York, NY, USA"
Garud Iyengar,"Department of Industrial Engineering and Operations Research, Columbia University, New York, NY, USA"
Venkat Venkatasubramanian,"Department of Chemical Engineering, Columbia University, New York, NY, USA"
Rong-Kuan Shen,"Department of Japanese Language and Literature, Shih Hsin University, Taipei, Taiwan"
Yi-Nan Lin,"Department of Electronic Engineering, Ming Chi University of Technology, New Taipei, Taiwan"
Tong-Ying Tony Juang,"Department of Computer Science and Information Engineering, National Taipei University, New Taipei City, Taiwan"
Victor R. L. Shen,"Department of Computer Science and Information Engineering, National Taipei University, New Taipei City, Taiwan,Department of Information Management, Chaoyang University of Technology, Taichung, Taiwan"
Soo Yong Lim,"Department of Computer Science and Information Engineering, National Taipei University, New Taipei City, Taiwan"
Alex Cassidy,"Preston M. Green Department of Electrical and Systems Engineering, Washington University in St. Louis, St. Louis, MO, USA,AmTrust Financial Services, Inc., New York, NY, USA"
Eric Cawi,"Preston M. Green Department of Electrical and Systems Engineering, Washington University in St. Louis, St. Louis, MO, USA"
Arye Nehorai,"Preston M. Green Department of Electrical and Systems Engineering, Washington University in St. Louis, St. Louis, MO, USA"
Stavros Souravlas,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece"
Angelo Sifaleras,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece"
Shuai Wang 0005,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,University of Chinese Academy of Sciences, Beijing, China"
Xiao Wang 0002,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Peijun Ye,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Yong Yuan,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Shuo Liu 0005,"Ministry of Public Security, Institute of Forensic Science, Beijing, China"
Fei-Yue Wang 0001,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China,Research Center of Military Computational Experiments and Parallel Systems, National University of Defense Technology, Changsha, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Eleni Stai,"School of Computer and Communications Sciences, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
Eirini Milaiou,"Trinity Mirror, London, U.K.,School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Vasileios Karyotis,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Symeon Papavassiliou,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Rongsheng Dong,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Guilin, China"
Libing Li,"Mintaian Insurance Surveyors & Loss Adjusters Group Company Ltd., Shenzhen, China"
Qingpeng Zhang,"Shenzhen Research Institute of City University of Hong Kong, Shenzhen, China"
Guoyong Cai,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Guilin, China"
Ashutosh Trivedi 0002,"Spext, Bangalore, India"
Shrisha Rao,"International Institute of Information Technology Bangalore, Bengaluru, India"
Wayes Tushar,"School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia"
Chau Yuen,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Wen-Tai Li,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
David B. Smith 0001,"Networks Group, Data61, CSIRO, Eveleigh, NSW, Australia"
Tapan Kumar Saha,"School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia"
Kristin L. Wood,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yong Yuan,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Chunming Rong,"Center of IP-Based Services Innovation, University of Stavanger, Stavanger, Norway"
Jun Jason Zhang,"Department of Electrical and Computer Engineering, University of Denver, Denver, CO, USA"
Cong Yang,"Pattern Recognition Group, Institute for Vision and Graphics, University of Siegen, Siegen, Germany"
Olaf Flak,"Faculty of Radio and Television, University of Silesia, Katowice, Poland"
Marcin Grzegorzek,"Faculty of Informatics and Communication, University of Economics in Katowice, Katowice, Poland"
Ji Li 0007,"Department of Computer Science, Georgia State University, Atlanta, GA, USA"
Zhipeng Cai 0001,"Department of Computer Science, Georgia State University, Atlanta, GA, USA"
Jinbao Wang,"Academy of Fundamental and Interdisciplinary Sciences, Harbin Institute of Technology, Harbin, China"
Meng Han,"College of Computing and Software Engineering, Kennesaw State University, Marietta, GA, USA"
Yingshu Li,"Department of Computer Science, Georgia State University, Atlanta, GA, USA"
Alireza Louni,"Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA"
K. P. Subbalakshmi,"Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA"
Yishi Lin,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong"
Wei Chen,"Microsoft Research Asia, Beijing, China"
John C. S. Lui,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong"
Stephen L. France,"Department of Quantitative Analysis, Mississippi State University, Mississippi State, MS, USA"
Mahyar Sharif Vaghefi,"Department of Information Systems, University of Wisconsin-Milwaukee, Milwaukee, WI, USA"
William H. Batchelder,"Department of Cognitive Sciences, University of California, Irvine, CA, USA"
Samya Muhuri,"Department of Computer Science and Technology, Indian Institute of Engineering Science and Technology, Howrah, India"
Susanta Chakraborty,"Department of Computer Science and Technology, Indian Institute of Engineering Science and Technology, Howrah, India"
Sabitri Nanda Chakraborty,"Department of Bengali, University of Kalyani, Kalyani, India"
Eugenius Kaszkurewicz,"Department of Electrical Engineering, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil"
Amit Bhaya,"Department of Electrical Engineering, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil"
Pei-Yuan Zhou,"Computing Department, The Hong Kong Polytechnic University, Hong Kong"
Keith C. C. Chan,"Computing Department, The Hong Kong Polytechnic University, Hong Kong"
Carol Xiaojuan Ou,"Management Department, Tilburg University, Tilburg, The Netherlands"
Koustav Rudra,"IIT Kharagpur, Kharagpur, India"
Ashish Sharma 0004,"IIT Kharagpur, Kharagpur, India"
Niloy Ganguly,"IIT Kharagpur, Kharagpur, India"
Saptarshi Ghosh 0001,"IIT Kharagpur, Kharagpur, India"
Alan Kuhnle,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"
Md Abdul Alim,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"
Xiang Li 0016,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"
Huiling Zhang,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"
My T. Thai,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"
Yunpeng Xiao,"Chongqing Engineering Laboratory of Internet and Information Security, Chongqing University of Posts and Telecommunications, Chongqing, China"
Xixi Li,"Chongqing Engineering Laboratory of Internet and Information Security, Chongqing University of Posts and Telecommunications, Chongqing, China"
Haohan Wang,"Language Technologies Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA"
Ming Xu 0008,"Research Institute of Information Technology, Tsinghua University, Beijing, China"
Yanbing Liu,"Chongqing Engineering Laboratory of Internet and Information Security, Chongqing University of Posts and Telecommunications, Chongqing, China"
Yulia Tyshchuk,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA"
William A. Wallace,"Department of Industrial and Systems Engineering, Rensselaer Polytechnic Institute, Troy, NY, USA"
Ghita Mezzour,"TICLab, Faculty of Computer Science and Logistics, Université Internationale de Rabat, Sala el Jadida, Morocco"
William Frankenstein,"Department of Mathematics and Statistics, Georgetown University, Washington, DC, USA"
Kathleen M. Carley,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA"
L. Richard Carley,"Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA"
Guangmo Tong,"Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA"
Weili Wu,"Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA"
Ding-Zhu Du,"Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA"
Xiaokang Wang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Wei Wang 0088,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Laurence T. Yang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Siwei Liao,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
Dexiang Yin,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"
M. Jamal Deen,"Department of Electrical and Computer Engineering, McMaster University, Hamilton, ON, Canada"
Kamal Taha,"Department of Electrical and Computer Engineering, Khalifa University, Abu Dhabi, United Arab Emirates"
Qi Xuan,"College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Mingming Zhou,"College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Zhiyuan Zhang,"Department of Computer Science, University of California at Davis, Davis, CA, USA"
Chenbo Fu,"College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Yun Xiang,"College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
