name,affiliation,homepage,scholarid
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi,,
Wesley L. Kaizer,Universidade Estadual do Oeste do Paraná,,
Galante Guilherme,Western Paraná State University,,
Flávio Codeço Coelho,Getulio Vargas Foundation,,
Wei Chen 0001,Zhejiang University,,
Ross Maciejewski,Arizona State University,,
Liang Chang 0003,Guilin University of Electronic Technology,,
Guoqiang Li 0001,Shanghai Jiao Tong University,,
Nan Niu,University of Cincinnati,,
Wentao Wang 0003,University of Cincinnati,,
Hao Jiang 0010,Wuhan University,,
Xianlong Zhao,Beijing Smart Chip Microelectronics Company Limited,,
Bo Zhou 0001,Liverpool John Moores University,,
Stephen Tang 0001,Liverpool John Moores University,,
Po Yang 0001,University of Sheffield,,
Qiang Yang 0004,Zhejiang University,,
Chao Liang,Wuhan University,,
Hongwei Wang 0004,Stanford University,,
Hao Ding 0006,Oath Inc.,,
Yong Liu 0013,New York University,,
Munindar P. Singh,North Carolina State University,,
Sang Peter Chin,Johns Hopkins University,,
Yuqing Zhu 0002,California State University Los Angeles,,
Rami Puzis,Ben-Gurion University of the Negev,,
Aviad Elyashar,Ben-Gurion University of the Negev,,
Yuval Elovici,Ben-Gurion University of the Negev,,
Keith Paarporn,Georgia Institute of Technology,,
Jeff S. Shamma,University of Illinois at Urbana-Champaign,,
Denis Gracanin,Virginia Tech,,
Hicham G. Elmongui,Alexandria University,,
Yuan Liu 0002,Northeastern University,,
Quanyan Zhu,New York University,,
Xingwei Wang 0001,Northeastern University,,
Daniel Dajun Zeng,University of Arizona,,
Tim Weninger,University of Notre Dame,,
Makoto Nakatsuji,Kyoto University,,
James A. Hendler,Rensselaer Polytechnic Institute,,
Yansen Su,Anhui University,,
Linqiang Pan,Huazhong University of Science and Technology,,
Haifeng Zhang 0003,Anhui University,,
Sudip Misra,Indian Institute of Technology Kharagpur,,
Zhe Liu 0002,IBM Almaden Research Center,,
Bernard J. Jansen,Qatar Computing Research institute,,
Chao Chen 0015,Swinburne University of Technology,,
Jun Zhang 0010,Swinburne University of Technology,,
Yi Xie 0002,Sun Yat-Sen University,,
Yang Xiang 0001,Swinburne University of Technology,,
Kevin S. Xu 0001,University of Toledo,,
Dongwon Lee 0001,Pennsylvania State University,,
Nathaniel D. Osgood,University of Saskatchewan,,
Yang Liu 0046,New Jersey Institute of Technology,,
Qing Ping,Drexel University,,
Edward H. Ip,Wake Forest School of Medicine,,
John Yen,Pennsylvania State University,,
Vasant G. Honavar,Pennsylvania State University,,
Rakesh Nagi,University of Illinois at Urbana-Champaign,,
Mehwish Nasim,University of Adelaide,,
Ulrik Brandes,ETH Zurich,,
Ujjwal Maulik,Jadavpur University,,
Camellia Sarkar,Institute of Biological Psychiatry,,
James Miller 0001,University of Alberta,,
Kuan Zhang,University of Nebraska-Lincoln,,
Rongxing Lu,University of New Brunswick,,
Xuemin Shen,University of Waterloo,,
Li Lu 0001,University of Electronic Science and Technology of China,,
Majed A. AlRubaian,King Saud University,,
Huan Zhou 0002,China Three Gorges University,,
Jiming Chen 0001,Zhejiang University,,
Zheng Yan 0002,Xidian University,,
Prem Prakash Jayaraman,Swinburne University of Technology,,
Zahraa Said Abdallah,University of Bristol,,
Shonali Krishnaswamy,Monash University,,
Arkady B. Zaslavsky,Deakin University,,
Hiroki Nishiyama 0001,Tohoku University,,
Nei Kato,Tohoku University,,
He Li 0001,Muroran Institute of Technology,,
Yang Liu 0064,Carnegie Mellon University,,
Yuan Zhang 0006,University of Electronic Science and Technology of China,,
Hongwei Li 0001,University of Electronic Science and Technology of China,,
Charith Perera,Cardiff University,,
Dumidu S. Talagala,University of Surrey,,
Chi Harold Liu,Beijing Institute of Technology,,
Julio Cezar Estrella,University of Sao Paulo,,
Nikos Tziritas,University of Thessaly,,
Cheng-Zhong Xu 0001,University of Macau,,
George Cybenko,Dartmouth College,,
Vikram Krishnamurthy,Cornell University,,
H. Vincent Poor,Princeton University,,
Erez Shmueli,Tel Aviv University,,
Vivek K. Singh,Rutgers University New Brunswick,,
Richard F. Deckro,Air Force Institute of Technology,,
Matthew J. Robbins,Air Force Institute of Technology,,
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,,
Greg Ver Steeg,University of Southern California,,
Aram Galstyan,University of Southern California,,
Alexander G. Tartakovsky,Moscow Institute of Physics and Technology,,
Claudia Wagner,GESIS,,
Philipp Singer,GESIS,,
Markus Strohmaier,RWTH Aachen University,,
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,,
Nuria Oliver,Vodafone,,
Amos Azaria,Ariel University,,
Sarit Kraus,Bar-Ilan University,,
Jure Leskovec,Stanford University,,
Eric Horvitz,Microsoft Research,,
Vikram Krishnamurthy,University of British Columbia,,
William Whoiles,University of California - Los Angeles,,
Francesca Spezzano,Boise State University,,
Pamela J. Wisniewski,The University of Central Florida,,
Milad Mirbabaie,University of Duisburg-Essen,,
Sandeep Purao,Pennsylvania State University,,
David J. Yates,University of Massachusetts Amherst,,
Benjamin Cowley 0001,University of Helsinki,,
Mikko Salminen,Aalto University,,
Giulio Jacucci,University of Helsinki,,
Juho Hamari,Tampere University,,
Niklas Ravaja,University of Helsinki,,
Kathryn B. Laskey,George Mason University,,
Kurt Luther,Virginia Tech,,
Andrea L. Kavanaugh,Virginia Tech,,
Wendy Moncur,University Of Strathclyde,,
Peter M. Krafft,University of Oxford,,
Horacio Saggion,Pompeu Fabra University,,
Amit P. Sheth,University of South Carolina,,
Andreas Hotho,University of Würzburg,,
Yunhe Feng,University of Washington,,
Zheng Lu 0005,University of Tennessee,,
Wenjun Zhou 0001,University of Tennessee,,
Taesik Gong,KAIST,,
Kyungsik Han,Ajou University,,
Susan C. Herring,Indiana University,,
Sharon Goldwater,University of Edinburgh,,
Hengwei Zhang,Zhengzhou University,,
Ruocheng Guo,Arizona State University,,
Ian D. Wood,Macquarie University,,
Paul Buitelaar,National University of Ireland,,
Mohammad Al-Ramahi,Texas A&M University,,
Cherie Noteboom,Dakota State University,,
Lidong Bing,Machine Intelligence Technology,,
Yan Zhang 0004,Peking University,,
Sajedul Rahim Talukder,Southern Illinois University,,
Roland Holten,Goethe University of Frankfurt,,
Pedro O. S. Vaz de Melo,Federal University of Minas Gerais,,
Pamela J. Wisniewski,The University of Central Florida,,
Zahra Ashktorab,University of Maryland - College Park,,
Jessica Vitak,University of Maryland - College Park,,
Einat Minkov,Carnegie Mellon University,,
Salvador Ruiz-Correa,Instituto Potosino de Investigación Científica y Tecnológica A.C,,
Gianluca Demartini,University of Queensland,,
Philippe Cudré-Mauroux,University of Fribourg,,
Roman Kern,Know Center,,
Denis Helic,Graz University of Technology,,
John O'Donovan,University of California - Santa Barbara,,
Sibel Adali,Rensselaer Polytechnic Institute,,
Elena Paslaru Bontas Simperl,University of Southampton,,
Qunfang Wu,Nanjing University of Aeronautics and Astronautics,,
Yun Huang 0003,University of Illinois at Urbana-Champaign,,
Fabian Flöck,GESIS,,
Falk Scholer,RMIT University,,
Mark Sanderson,RMIT University,,
Yla R. Tausczik,University of Maryland,,
Chris J. Lintott,ZOONIVERSE,,
Matteo Magnani,Uppsala University,,
Davide Vega,Universitat Politècnica de Catalunya,,
Luca Rossi 0003,IT University of Copenhagen,,
Irina Shklovski,IT University of Copenhagen,,
Yoram M. Kalman,Open University of Israel,,
Abdur Forkan,Swinburne University of Technology,,
Prem Prakash Jayaraman,Swinburne University of Technology,,
Marika Cifor,University of Washington,,
Matthew Baucum,University of Tennessee Knoxville,,
Richard S. John,University of Southern California,,
Kevin Crowston,Syracuse University,,
Heinz Schmitz,Trier University of Applied Sciences,,
Ioanna Lykourentzou,Utrecht University,,
Peter Tolmie,University of Siegen,,
Maria Liakata,University of Warwick,,
Arkaitz Zubiaga,Queen Mary University of London,,
Aristides Gionis,Aalto University,,
Michael Mathioudakis,University of Helsinki,,
Weichen Liu,Nanyang Technological University,,
Fred Morstatter,University of Southern California,,
Liang Wu 0006,Arizona State University,,
Huan Liu 0001,Arizona State University,,
Elena Paslaru Bontas Simperl,University of Southampton,,
Christopher Phethean,University of Southampton,,
Ramine Tinati,University of Southampton,,
Shenghua Liu,Chinese Academy of Sciences,,
Robert E. Kraut,Carnegie Mellon University,,
Lionel P. Robert Jr.,University of Michigan,,
Andrea Forte,Drexel University,,
Claudia Müller 0002,University of Siegen,,
Michael Prilla,TU Clausthal,,
Adriana S. Vivacqua,Federal University of Rio de Janeiro,,
Pernille Bjørn,"IT University of Copenhagen,",,
Elisa Bertino,Purdue University,,
Gang Wang 0011,University of Illinois at Urbana-Champaign,,
Salvador Ruiz-Correa,Instituto Potosino de Investigación Científica y Tecnológica A.C,,
Susan Gasson,Drexel University,,
Yubo Kou,Pennsylvania State University,,
Colin M. Gray,Purdue University,,
Austin Toombs,Purdue University,,
Sean M. Fitzhugh,University of California - Irvine,,
Carter T. Butts,University of California - Irvine,,
Martin Bouchard 0002,Simon Fraser University,,
Michele Tumminello,University of Palermo,,
Salvatore Miccichè,University of Palermo,,
Arunabha Sen,Arizona State University,,
Joshua E. Marineau,North Dakota State University,,
Giuseppe (Joe) Labianca,University of Exeter,,
Antonio D. Sirianni,Cornell University,,
Andrej Mrvar,University of Ljubljana,,
Isidro Maya Jariego,Universidad de Sevilla,,
Hossein Akbari,Shahid Rajaee Teacher Training University,,
Yang-chih Fu,Academia Sinica,,
George G. Vega Yon,University of Southern California,,
An Zeng,Beijing Normal University,,
Ying Fan 0001,Beijing Normal University,,
Florian Cafiero,Sciences Po,,
András Vörös 0002,ETH Zurich,,
Timon Elmer,University of Groningen,,
Abel Rodríguez,University of Washington,,
John M. Roberts Jr.,University of Wisconsin-Milwaukee,,
Matthew A. Peeples,Arizona State University,,
Peng Wang 0002,Swinburne University of Technology,,
Betina Hollstein,University of Bremen,,
Noah E. Friedkin,University of California - Santa Barbara,,
Anton V. Proskurnikov,University of Groningen,,
Francesco Bullo,University of California - Santa Barbara,,
Marshall Scott Poole,University of Illinois at Urbana Champaign,,
Visar Berisha,Arizona State University,,
Tobias H. Stark,Utrecht University,,
David A. Bright,Deakin University,,
Andreea I. Alecu,Oslo Metropolitan University,,
William P. Eveland,The Ohio State University,,
Gregory Lee Phillips II,Northwestern University Feinberg School of Medicine,,
Noshir S. Contractor,Northwestern University,,
Bernie Hogan,University of Oxford,,
Lorien Jasny,University of Exeter,,
Matthew Hamilton,The Ohio State University,,
Derric Jacobs,Portland State University,,
Angela M. Guerrero,University of Bristol,,
Fruzsina Albert,Semmelweis Egyetem,,
Júlia Koltai,Centre for Social Sciences,,
Diego F. Leal,University of South Carolina,,
Wolfgang Munar,George Washington University,,
Nicholas A. Christakis,Yale University,,
Jürgen Pfeffer,Technical University Munich,,
Jürgen Lerner,University of Konstanz,,
Alessandro Lomi,Università della Svizzera Italiana,,
Neil Rollings,University of Glasgow,,
Mark Tranmer,University of Glasgow,,
Nicholas M. Harrigan,Macquarie University,,
Stephen P. Borgatti,University of Kentucky,,
Dorottya Kisfalusi,Centre for Social Sciences,,
Thomas U. Grund,University College Dublin,,
Christian Steglich,University of Groningen,,
René Veenstra,Rijksuniversiteit Groningen,,
Rosa Figueiredo 0001,Avignon University,,
Miin-Shen Yang,Chung Yuan Christian University,,
Károly Takács,Linköping University,,
Jacob Hileman,Stockholm Resilience Centre,,
Seunghoo Lim,International University of Japan,,
Andrew Parker 0003,University of Exeter,,
Shira Offer,Bar-Ilan University,,
Skyler J. Cranmer,Ohio State University,,
Bruce A. Desmarais,Pennsylvania State University,,
Sabine De Moor,Universiteit Gent,,
Christophe Vandeviver,Universiteit Gent,,
Cohen R. Simpson,University of Oxford,,
Carl Nordlund,Linköping university,,
Taha Yasseri,University of Oxford,,
Ales Ziberna,University of Ljubljana,,
Xi Zou,Hohai University,,
Martin G. Everett,The University of Manchester,,
Frank W. Takes,Universiteit van Amsterdam,,
Britta Renner,University of Konstanz,,
Mark Huisman,University of Groningen,,
Tom A. B. Snijders,University of Oxford,,
Jeroen Bruggeman,University of Amsterdam,,
Eithne Quinn,The University of Manchester,,
Johan H. Koskinen,University of Melbourne,,
Xin Lu 0002,National University of Defense Technology,,
Chien-Te Wu,University of Tokyo,,
Matthew E. Brashears,University of South Carolina,,
Milind Tambe,University of Southern California,,
Samrachana Adhikari,NYU Langone Health,,
Alberto Caimo,Technological University Dublin,,
Stijn Ruiter,Utrecht University,,
Rense Corten,Utrecht University,,
Ion Georgiou,Fundação Getúlio Vargas,,
Phillip Schumm,University of Chicago,,
Lin Tao,City University of Hong Kong,,
Francesco Calderoni,Università Cattolica del Sacro Cuore,,
Anna Torriero,Università Cattolica del Sacro Cuore,,
Brian Rubineau,McGill University,,
Michael Bosnjak,Leibniz-Institute for Psychology Information,,
Miranda J. Lubbers,Autonomous University of Barcelona,,
Hugo Valenzuela-García,Universitat Autònoma de Barcelona,,
Michael J. Brusco,Florida State University,,
Vincent Buskens,Universiteit Utrecht,,
George Berry,Cornell University,,
Michael W. Macy,Cornell University,,
Daniele Mascia,Libera Università Internazionale degli Studi Sociali Guido Carli,,
Roy Gava,University of Geneva,,
László Lorincz,Hungarian Academy of Sciences,,
Júlia Koltai,Centre for Social Sciences,,
Peter D. Hoff,University of Washington,,
João R. Daniel,ISPA Instituto Universitário,,
António J. Santos,Instituto Universitário de Ciências Psicológicas Sociais e da Vida,,
Carla Fernandes,ISPA,,
Brian E. Vaughn,Auburn University,,
Bernd Heidergott,Vrije Universiteit Amsterdam,,
Ines Lindner,Vrije Universiteit Amsterdam,,
Ching-Ling Cheng,National Taiwan Normal University,,
Lasse Folke Henriksen,Copenhagen Business School,,
Saskia Metzler,Max Planck Institute for Informatics,,
Stephan Günnemann,Technical University of Munich,,
Pauli Miettinen,Max Planck Institute for Informatics,,
Gabriel Otero,University of Amsterdam,,
Christian Aßmann,University of Bamberg,,
Tijs A. van den Broek,Vrije Universiteit Amsterdam,,
Michel L. Ehrenhard,University of Twente,,
Djoerd Hiemstra,University of Twente,,
Christopher Steven Marcum,National Institute of Allergy and Infectious Diseases,,
Julia Lee,University of Michigan,,
Yoshi Fujiwara,University of Hyogo,,
Abhijit Chakraborty,Baylor College of Medicine,,
Kristen J. Mills,The Ohio State University,,
Jennifer Lawlor,University of Kansas,,
Matthew Smith 0009,University of Greenwich,,
Bruce Cronin,University of Greenwich,,
Alon Bartal,Bar-Ilan University,,
Nava Pliskin,Ben-Gurion University of the Negev,,
Gilad Ravid,Ben-Gurion University of the Negev,,
Michal Bojanowski,Kozminski University,,
Daniel Maier,Universitat der Bundeswehr München,,
jimi adams,University of Colorado Denver,,
Sara Yeatman,University of Colorado Denver,,
Janet M. Box-Steffensmeier,The Ohio State University,,
Giuseppe Giordano,Università degli Studi di Salerno,,
Giancarlo Ragozini,Universita degli Studi di Napoli Federico II,,
Maria Prosperina Vitale,Italian Statistical Society,,
Sarah K. Cowan,New York University,,
Marcelo Ribeiro-Alves,National Institute of Infectology Evandro Chagas,,
Michael Howard,Texas A&M University,,
Denis Bouyssou,CNRS,,
James Hollway,Graduate Institute of International and Development Studies,,
William P. Eveland,The Ohio State University,,
Hongyi Jiang,Johns Hopkins University,,
Marco T. Bastos,University College Dublin,,
Carlo Piccardi,Politecnico di Milano,,
Mark Lubell,University of California - Davis,,
Markus Gamper,University of Cologne,,
Valentin Danchev,University of Essex,,
Heather Edelblute,West Chester University,,
José Luis Molina,Universitat Autònoma de Barcelona,,
Christopher McCarty,University of Florida,,
Isidro Maya Jariego,Universidad de Sevilla,,
Olga Kornienko,George Mason University,,
Markus Gamper,University of Cologne,,
Louise Ryan,London Metropolitan University,,
Terrence D. Jorgensen,University of Amsterdam,,
K. Jean Forney,Ohio University,,
Jeffrey A. Hall,University of Kansas,,
Hassan Badir,Université Abdelmalek Essaadi,,
David Schoch,University of Konstanz,,
Federico Bianchi,Università degli Studi di Milano,,
Niccolò Casnici,Università degli Studi di Brescia,,
Flaminio Squazzoni,University of Milan,,
Ming Cao 0005,University of Texas,,
Hywel T. P. Williams,University of Exeter,,
Iulia Cioroianu,University of Bath Bath Somerset GB,,
Susan Banducci,University of Exeter,,
Joshua E. Marineau,North Dakota State University,,
Weiai Xu,University of Massachusetts Amherst,,
Eric Quintane,European School of Management and Technology,,
Garry Robins,University of Melbourne,,
Nikita Basov,Saint Petersburg State University,,
Jake Bowers,University of Illinois at Urbana-Champaign,,
Lisha Yu,City University of Hong Kong,,
Kwok-Leung Tsui,City University of Hong Kong,,
Laurence Brandenberger,ETH Zurich,,
Giangiacomo Bravo,Linnaeus university,,
Ji Ma 0003,Indiana University,,
Iris Wanzenböck,Utrecht University,,
Javier Borge-Holthoefer,Internet Interdisciplinary Institute,,
Yamir Moreno,Universidad de Zaragoza,,
Sandra González-Bailón,University of Pennsylvania,,
Marie Ouellet,Georgia State University,,
Katarzyna Growiec,SWPS University of Social Sciences and Humanities,,
Jakub Growiec,SGH Warsaw School of Economics,,
Bogumil Kaminski,Warsaw School of Economics,,
Silke Adam,Universitat Bern,,
Daniel Maier,Universitat der Bundeswehr München,,
D. Wayne Osgood,Pennsylvania State University,,
Zoltán Kmetty,Ariosz LTD,,
Fruzsina Albert,Semmelweis Egyetem,,
Victor R. Prybutok,University of North Texas,,
Anh Ta,University of Nebraska Omaha,,
Ke Xu 0001,Beihang University,,
Jichang Zhao,Beihang University,,
Andrea Flori,Politecnico di Milano,,
Zsolt Unoka,Semmelweis University,,
Emmanuel Lazega,Sciences Po,,
Anja Znidarsic,University of Maribor,,
Jonathan H. Morgan,Fachhochschule Potsdam,,
Thomas W. Valente,University of Southern California,,
Juliana Cobre,Universidade de São Paulo,,
Domenico Brunetto,Politecnico di Milano,,
Carlo Piccardi,Politecnico di Milano,,
Patrick S. Park,University of Michigan,,
Nicholas A. Christakis,Yale University,,
James H. Fowler,University of California - San Diego,,
Vicki Stover Hertzberg,Emory University,,
Mireia Bolíbar,Universitat de Barcelona,,
Stefano Nasini,IESEG School of Management,,
Tahereh Dehdarirad,Chalmers University of Technology,,
Thomas Lux,Virginia Polytechnic Institute and State University,,
Gregory Lee Phillips II,Northwestern University Feinberg School of Medicine,,
Christianne J. de Poot,Vrije Universiteit Amsterdam,,
José Atilano Pena-López,Universidade da Coruña,,
Renáta Hosnedlová,Sciences Po Toulouse,,
Göran Kauermann,Ludwig Maximilians University Munich,,
Fabiana Zollo,Università Ca' Foscari,,
Guido Caldarelli,Università Ca' Foscari,,
Antonio Scala,Consiglio Nazionale delle Ricerche,,
Günes Ertan,Koç Üniversitesi,,
Wim van den Noortgate,KU Leuven,,
Eva Kyndt,Swinburne University of Technology,,
David Schoch,University of Konstanz,,
Andreas Herz,University of Hildesheim,,
Nial Friel,University College Dublin,,
Martin Bouchard 0002,Simon Fraser University,,
Giulia Berlusconi,University of Surrey,,
Caitlin E. Hughes,Flinders University,,
Alexander Gutfraind,University of Illinois at Chicago,,
Min Zhou,University of Victoria,,
Chengwei Liu,European School of Management and Technology,,
Beata Lopaciuk-Gonczaryk,University of Warsaw,,
Maoguo Gong,Xidian University,,
Wei Du 0004,Xi'an Jiaotong University,,
Yves Zenou,University of Southampton,,
Ning Wang 0013,University of Oxford,,
Frank van Tubergen,Utrecht University,,
Ineke Maas,Vrije Universiteit Amsterdam,,
Linton C. Freeman,University of California - Irvine,,
Andreas Flache,University of Groningen,,
Jun Wu 0004,National University of Defence Technology,,
Molly E. Brown,University of Maryland - College Park,,
Monica Ihli,University of Tennessee,,
Vanessa M. Escobar,Booz Allen,,
Peter Griffith,Science Systems and Applications Inc,,
Joshua E. Marineau,North Dakota State University,,
Ildikó Barna,Eötvös Loránd University,,
Philippa Pattison,University of Sydney,,
Laura Prota,The American University of Rome,,
Yunsong Chen,Nanjing University,,
Cheng Wang 0010,University of California - Irvine,,
Sergiy Butenko,Texas A&M University,,
Göran Kauermann,Ludwig Maximilians University Munich,,
Robert A. Hanneman,University of California - Riverside,,
Pierre Barbillon,AgroParisTech,,
Anna L. Smith,University of Kentucky,,
Catherine A. Calder,University of Texas at Austin,,
Martin Hilbert,University of California - Davis,,
Peter Monge,University of Southern California,,
Peter van der Laan,Vrije Universiteit Amsterdam,,
Eric D. Widmer,Université de Genève,,
Katia Iglesias,University of Applied Sciences and Arts Western Switzerland,,
Mario Luis Small,Harvard University,,
Ronald L. Breiger,University of Arizona,,
Vincent A. Traag,Universiteit Leiden CWTS,,
Michael Mäs,University of Groningen,,
Romualdo Pastor-Satorras,Universitat Politecnica de Catalunya,,
Pádraig Mac Carron,University of Oxford,,
Kimmo Kaski,Aalto University,,
Alex D. Stivala,Università della Svizzera italiana,,
David A. Rolls,CSIRO,,
Flávio Codeço Coelho,Getulio Vargas Foundation,,
Renato Rocha Souza,Universität Wien,,
Christofer R. Edling,Lunds Universitet,,
David E. Eagle,Duke Global Health Institute,,
Vincent A.A. Jansen,Royal Holloway University of London,,
Peter McMahan,McGill University,,
Lei Zhang 0042,University of Minnesota,,
Pieter-Paul Verhaeghe,Vrije Universiteit Brussel,,
Koen Van der Bracht,Universiteit Gent,,
Wenhong Chen,University of Texas at Austin,,
Cuihua Shen,University of California - Davis,,
Jason Owen-Smith,University of Michigan,,
Chris Hankin,Imperial College London,,
Matthew Johnson 0002,University of Durham,,
Daniel Paulusma,Durham University,,
Erik Jan van Leeuwen,Utrecht University,,
Todd C. Lehmann,US Air Force,,
Ling Heng Henry Wong,Victorian Funds Management Corp,,
André F. Gygax,University of Melbourne,,
Yuli Patrick Hsieh,RTI International,,
Peter Borm,Tilburg University,,
Michaela Hoffman,Medical University of South Carolina,,
Douglas L. Steinley,University of Missouri,,
Vladimir Batagelj,University of Ljubljana,,
Padraig Cunningham,University College Dublin,,
Michael Salter-Townshend,University College Dublin,,
Jesse Shore,Boston University,,
Katrien Fransen,KU Leuven,,
Filip Boen,KU Leuven,,
Valerio Arnaboldi,California Institute of Technology,,
Andrea Passarella,National Research Council,,
Feng Shi 0005,University of North Carolina,,
James A. Evans,University of Chicago,,
Kyle Emich,University of Delaware,,
K. Asokan 0002,University of Kerala,,
Susan Bastani,Alzahra University,,
Charles Gomez,City University of New York,,
R. Karl Rethemeyer,University at Albany,,
Matthew T. Pietryka,Florida State University,,
Mathew D. McCubbins,Duke University,,
Nicholas Weller,University of California - Riverside,,
Anand E. Sokhey,University of Colorado Boulder,,
Paul A. Djupe,Washington University,,
Virginie Kidwell-Lopez,University of North Texas,,
Jennifer Golbeck,University of Maryland - College Park,,
Derek L. Hansen,Brigham Young University,,
Richard Heidler,Deutsche Forschungsgemeinschaft,,
Markus Gamper,University of Cologne,,
Chris Muelder,University of California - Davis,,
Kwan-Liu Ma,University of California - Davis,,
Bernie Hogan,University of Oxford,,
Nicole B. Ellison,University of Michigan,,
Cliff Lampe,University of Michigan,,
Jessica Vitak,University of Maryland - College Park,,
GIancarlo Ragozini,Universita degli Studi di Napoli Federico II,,
Brian Francis,Lancaster University,,
Wei Wang 0211,City University of New York,,
Robert E. Smith 0001,University College London,,
Alfredo Morales-Guzmán,Technical University of Madrid,,
Juan Carlos Losada,Universidad Politécnica de Madrid,,
Rosa M. Benito,Universidad Politecnica de Madrid,,
Xiuzhen Zhang,RMIT University,,
Xinghuo Yu 0001,RMIT University,,
Pauline Lin,University of Melbourne,,
Germà Coenders,Universitat de Girona,,
João R. Daniel,ISPA Instituto Universitário,,
António J. Santos,Instituto Universitário de Ciências Psicológicas Sociais e da Vida,,
Inês Peceguina,ISCTE-Instituto Universitário de Lisboa,,
Christian R. Shelton,University of California - Riverside,,
Ioana van Deurzen,Tilburg University,,
Mario Diani,University of Trento,,
Yun Huang 0001,Northwestern University,,
Jennifer B. Unger,University of Southern California,,
Alexia Gaudeul,European Commission Joint Research Centre,,
Zhijin Wu,Tsinghua University,,
Peter P. Groenewegen,NIVEL - Netherlands Institute for Health Services Research,,
Danching Ruan,Hong Kong Baptist University,,
Maria Prosperina Vitale,University of Salerno,,
Caitlin Porter,University of Memphis,,
Camille Roth,CNRS,,
Sangwon Suh,University of California - Santa Barbara,,
Yasushi Kondo,Waseda University,,
Yong Gao 0001,University of British Columbia Okanagan,,
Kay W. Axhausen,ETH Zurich,,
Massimo Franceschet,University of Udine,,
Jordi Brandts,CSIC,,
Rami Puzis,Ben-Gurion University of the Negev,,
Marcel A. L. M. van Assen,Tilburg University,,
Alain Barrat,CNRS Délégation Provence et Corse,,
Rosa Figueiredo 0001,Avignon University,,
Emma McBryde,University of Melbourne,,
Yoshihisa Kashima,University of Melbourne,,
Samuel Wilson,Swinburne University of Technology,,
Dean Lusher,Swinburne University of Technology,,
Gina S. Lovasi,Drexel University,,
Kerstin Sailer,University College London,,
Gil Viry,University of Edinburgh Sociology,,
Anatoliy A. Gruzd,Ryerson University,,
Barry Wellman,University of Toronto,,
Jeremy Mennis,Temple University,,
Jens F. Binder,Nottingham Trent University,,
Alistair G. Sutcliffe,University of Manchester,,
Love Bohman,Södertörn University,,
Thomas N. Friemel,Universitat Zurich,,
Philip A. Sinclair,Manchester Metropolitan University,,
Jo Holliday,University of Oxford,,
Laurence Moore,University of Glasgow,,
Daniel A. McFarland,Stanford University,,
Jure Leskovec,Stanford University,,
Cécile Emery,University of Exeter,,
Ee-Peng Lim,Singapore Management University,,
Riccardo Boero,Los Alamos National Laboratory,,
Zack W. Almquist,University of Washington,,
Feniosky Peña-Mora,Massachusetts Institute of Technology,,
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,,
Sven Banisch,Bielefeld University,,
Gemma Edwards,University of Manchester,,
Marijtje A. J. Van Duijn,University of Groningen,,
Yanlong Zhang,Xi'an Jiaotong University,,
Gunnar Flötteröd,Statens Vag och Transportforkningsinstitut,,
Y. Narahari,Indian Institute of Science,,
Alexandre Hannud Abdo,Université Gustave Eiffel,,
Thomas Scherngell,University of Macau,,
Conrado Manuel,Universidad Complutense de Madrid,,
Yaneer Bar-Yam,New England Complex Systems Institute,,
Omar Lizardo,University of California - Los Angeles,,
Nitesh V. Chawla,University of Notre Dame,,
Jean-Philippe Cointet,Sciences Po,,
Hein de Vries,Maastricht University,,
Uwe Matzat,Eindhoven University of Technology,,
John P. Boyd 0002,University of California - Irvine,,
William J. Fitzgerald 0002,Orange County Department of Education,,
Verónica de Miguel Luken,University of Malaga,,
Siddhartha Bhattacharyya,Christ University,,
Michael Szell,IT University of Copenhagen:,,
René van den Brink,Vrije Universiteit Amsterdam,,
Arnout van de Rijt,European University Institute,,
Thomas V. Pollet,Northumbria University,,
Pavel N. Krivitsky,UNSW Sydney,,
Peter D. Hoff,University of Washington,,
James Pustejovsky,Brandeis University,,
Mikko Kivelä,Aalto University,,
Peter A. Gloor,Massachusetts Institute of Technology,,
Matthieu Latapy,LIP6,,
David W. Matula,Southern Methodist University,,
Huso Yi,National University of Singapore,,
Samuel Friedman,Faculty Opinions,,
Peter Totterdell,University of Sheffield,,
Darren M. Scott,McMaster University,,
Erik M. Volz,Cornell University,,
Kevin Lewis,University of California - San Diego,,
Marjolein I. Broese van Groenou,Vrije Universiteit Amsterdam,,
Theo van Tilburg,Vrije Universiteit Amsterdam,,
Trevor I. Fenner,University of London,,
Mark Levene,University of London,,
George Loizou,University of London,,
Philip A. Sinclair,Manchester Metropolitan University,,
Jonathan J. Forster,University of Southampton,,
Yuval Kalish,Tel Aviv University,,
Frank Tutzauer,University at Buffalo,,
Ali Haider,Central Michigan University,,
Amalya L. Oliver,The Hebrew University of Jerusalem,,
Gad Yair,The Hebrew University of Jerusalem,,
Barry Wellman,University of Toronto,,
Rochelle R. Côté,Memorial University of Newfoundland,,
James Mac Hyman,Tulane University,,
Stephen G. Eubank,Virginia Tech,,
Chandra Muller,University of Texas at Austin,,
Christopher Marquis,Cornell University,,
Germà Coenders,Universitat de Girona,,
Moo Young Choi,Seoul National University,,
